match_id,season,team,player,runs,balls,fours,sixes,strike_rate,dismissal
5,2020,Kolkata Knight Riders,Venkatesh Iyer,30,34,3,2,88.24,caught
5,2020,Kolkata Knight Riders,Andre Russell,36,42,3,2,85.71,lbw
5,2020,Kolkata Knight Riders,Sunil Narine,24,35,0,0,68.57,bowled
5,2020,Kolkata Knight Riders,Pat Cummins,1,4,0,0,25.0,not out
5,2020,Kolkata Knight Riders,Rinku Singh,1,13,0,0,7.69,not out
5,2020,Kolkata Knight Riders,Nitish Rana,0,1,0,0,0.0,not out
5,2020,Kolkata Knight Riders,Varun Chakravarthy,0,1,0,0,0.0,lbw
6,2020,Chennai Super Kings,MS Dhoni,62,76,6,0,81.58,caught
6,2020,Chennai Super Kings,Ruturaj Gaikwad,37,44,3,2,84.09,bowled
6,2020,Chennai Super Kings,Devon Conway,39,57,2,1,68.42,not out
6,2020,Chennai Super Kings,Ambati Rayudu,33,44,3,2,75.0,not out
6,2020,Chennai Super Kings,Ravindra Jadeja,5,16,0,0,31.25,lbw
6,2020,Chennai Super Kings,Deepak Chahar,2,9,0,0,22.22,lbw
6,2020,Chennai Super Kings,Moeen Ali,0,5,0,0,0.0,bowled
6,2020,Chennai Super Kings,Mitchell Santner,4,19,0,0,21.05,caught
6,2020,Sunrisers Hyderabad,Kane Williamson,24,33,0,1,72.73,bowled
6,2020,Sunrisers Hyderabad,Abhishek Sharma,38,38,1,1,100.0,caught
6,2020,Sunrisers Hyderabad,Heinrich Klaasen,6,23,0,0,26.09,run out
6,2020,Sunrisers Hyderabad,Aiden Markram,13,13,1,0,100.0,run out
6,2020,Sunrisers Hyderabad,Bhuvneshwar Kumar,56,66,1,0,84.85,lbw
6,2020,Sunrisers Hyderabad,T Natarajan,30,33,0,1,90.91,run out
6,2020,Sunrisers Hyderabad,Washington Sundar,2,20,0,0,10.0,bowled
6,2020,Sunrisers Hyderabad,Marco Jansen,22,40,1,0,55.0,bowled
7,2020,Rajasthan Royals,Sanju Samson,15,29,1,1,51.72,lbw
7,2020,Rajasthan Royals,Jos Buttler,64,81,3,3,79.01,caught
7,2020,Rajasthan Royals,Yashasvi Jaiswal,38,39,3,2,97.44,lbw
7,2020,Rajasthan Royals,Devdutt Padikkal,19,27,0,0,70.37,bowled
7,2020,Rajasthan Royals,Trent Boult,0,3,0,0,0.0,run out
7,2020,Rajasthan Royals,Yuzvendra Chahal,3,11,0,0,27.27,run out
7,2020,Rajasthan Royals,Shimron Hetmyer,0,4,0,0,0.0,lbw
7,2020,Rajasthan Royals,Ravichandran Ashwin,0,3,0,0,0.0,lbw
7,2020,Sunrisers Hyderabad,Kane Williamson,52,67,2,3,77.61,not out
7,2020,Sunrisers Hyderabad,Abhishek Sharma,4,18,0,0,22.22,lbw
7,2020,Sunrisers Hyderabad,Heinrich Klaasen,41,44,3,2,93.18,caught
7,2020,Sunrisers Hyderabad,Aiden Markram,42,59,3,1,71.19,caught
7,2020,Sunrisers Hyderabad,Bhuvneshwar Kumar,0,5,0,0,0.0,run out
7,2020,Sunrisers Hyderabad,T Natarajan,0,2,0,0,0.0,lbw
7,2020,Sunrisers Hyderabad,Washington Sundar,1,16,0,0,6.25,not out
7,2020,Sunrisers Hyderabad,Marco Jansen,1,8,0,0,12.5,not out
8,2020,Rajasthan Royals,Sanju Samson,40,55,3,1,72.73,bowled
8,2020,Rajasthan Royals,Jos Buttler,63,64,1,4,98.44,not out
8,2020,Rajasthan Royals,Yashasvi Jaiswal,42,45,3,0,93.33,not out
8,2020,Rajasthan Royals,Devdutt Padikkal,58,58,5,1,100.0,run out
8,2020,Rajasthan Royals,Trent Boult,4,6,0,0,66.67,lbw
8,2020,Rajasthan Royals,Yuzvendra Chahal,9,21,0,0,42.86,not out
8,2020,Rajasthan Royals,Shimron Hetmyer,3,13,0,0,23.08,not out
8,2020,Rajasthan Royals,Ravichandran Ashwin,0,1,0,0,0.0,bowled
8,2020,Punjab Kings,KL Rahul,11,24,0,0,45.83,run out
8,2020,Punjab Kings,Shikhar Dhawan,21,30,0,0,70.0,lbw
8,2020,Punjab Kings,Liam Livingstone,7,16,0,0,43.75,run out
8,2020,Punjab Kings,Jonny Bairstow,18,25,1,0,72.0,bowled
8,2020,Punjab Kings,Arshdeep Singh,22,24,2,1,91.67,not out
8,2020,Punjab Kings,Kagiso Rabada,30,45,1,0,66.67,run out
8,2020,Punjab Kings,Sam Curran,32,46,2,2,69.57,caught
8,2020,Punjab Kings,Rishi Dhawan,52,66,2,1,78.79,caught
9,2020,Punjab Kings,KL Rahul,46,62,4,2,74.19,bowled
9,2020,Punjab Kings,Shikhar Dhawan,32,47,2,2,68.09,lbw
9,2020,Punjab Kings,Liam Livingstone,14,28,0,0,50.0,bowled
9,2020,Punjab Kings,Jonny Bairstow,50,67,2,0,74.63,run out
9,2020,Punjab Kings,Arshdeep Singh,0,3,0,0,0.0,lbw
9,2020,Punjab Kings,Kagiso Rabada,21,29,2,1,72.41,lbw
9,2020,Punjab Kings,Sam Curran,1,8,0,0,12.5,not out
9,2020,Punjab Kings,Rishi Dhawan,7,24,0,0,29.17,caught
9,2020,Royal Challengers Bangalore,Virat Kohli,59,68,5,3,86.76,caught
9,2020,Royal Challengers Bangalore,Faf du Plessis,17,18,0,1,94.44,run out
9,2020,Royal Challengers Bangalore,Glenn Maxwell,14,17,0,0,82.35,run out
9,2020,Royal Challengers Bangalore,Dinesh Karthik,29,40,2,1,72.5,not out
9,2020,Royal Challengers Bangalore,Harshal Patel,23,27,1,0,85.19,run out
9,2020,Royal Challengers Bangalore,Mohammed Siraj,0,3,0,0,0.0,bowled
9,2020,Royal Challengers Bangalore,Wanindu Hasaranga,0,4,0,0,0.0,caught
9,2020,Royal Challengers Bangalore,Shahbaz Ahmed,0,3,0,0,0.0,run out
10,2020,Delhi Capitals,David Warner,3,4,0,0,75.0,run out
10,2020,Delhi Capitals,Prithvi Shaw,13,28,1,0,46.43,caught
10,2020,Delhi Capitals,Rishabh Pant,41,60,1,0,68.33,bowled
10,2020,Delhi Capitals,Axar Patel,35,54,2,1,64.81,not out
10,2020,Delhi Capitals,Anrich Nortje,67,76,3,4,88.16,not out
10,2020,Delhi Capitals,Kuldeep Yadav,13,16,0,0,81.25,run out
10,2020,Delhi Capitals,Mitchell Marsh,14,21,1,0,66.67,run out
10,2020,Delhi Capitals,Phil Salt,1,13,0,0,7.69,lbw
10,2020,Chennai Super Kings,MS Dhoni,54,64,5,2,84.38,lbw
10,2020,Chennai Super Kings,Ruturaj Gaikwad,19,34,0,0,55.88,caught
10,2020,Chennai Super Kings,Devon Conway,11,24,0,0,45.83,bowled
10,2020,Chennai Super Kings,Ambati Rayudu,71,72,5,0,98.61,run out
10,2020,Chennai Super Kings,Ravindra Jadeja,22,35,2,0,62.86,lbw
10,2020,Chennai Super Kings,Deepak Chahar,19,28,1,0,67.86,not out
10,2020,Chennai Super Kings,Moeen Ali,2,8,0,0,25.0,bowled
10,2020,Chennai Super Kings,Mitchell Santner,0,1,0,0,0.0,caught
11,2020,Sunrisers Hyderabad,Kane Williamson,75,90,4,0,83.33,bowled
11,2020,Sunrisers Hyderabad,Abhishek Sharma,50,69,0,0,72.46,bowled
11,2020,Sunrisers Hyderabad,Heinrich Klaasen,19,25,0,1,76.0,lbw
11,2020,Sunrisers Hyderabad,Aiden Markram,10,13,0,0,76.92,run out
11,2020,Sunrisers Hyderabad,Bhuvneshwar Kumar,2,6,0,0,33.33,not out
11,2020,Sunrisers Hyderabad,T Natarajan,8,19,0,0,42.11,caught
11,2020,Sunrisers Hyderabad,Washington Sundar,0,1,0,0,0.0,lbw
11,2020,Sunrisers Hyderabad,Marco Jansen,0,5,0,0,0.0,run out
11,2020,Mumbai Indians,Rohit Sharma,37,40,3,0,92.5,lbw
11,2020,Mumbai Indians,Ishan Kishan,21,40,1,1,52.5,caught
11,2020,Mumbai Indians,Suryakumar Yadav,55,58,1,3,94.83,not out
11,2020,Mumbai Indians,Hardik Pandya,51,67,0,3,76.12,lbw
11,2020,Mumbai Indians,Kieron Pollard,10,17,1,0,58.82,caught
11,2020,Mumbai Indians,Jasprit Bumrah,8,28,0,0,28.57,lbw
11,2020,Mumbai Indians,Tilak Varma,2,22,0,0,9.09,caught
11,2020,Mumbai Indians,Tim David,1,5,0,0,20.0,bowled
12,2020,Rajasthan Royals,Sanju Samson,56,72,4,1,77.78,lbw
12,2020,Rajasthan Royals,Jos Buttler,47,56,3,3,83.93,lbw
12,2020,Rajasthan Royals,Yashasvi Jaiswal,6,26,0,0,23.08,lbw
12,2020,Rajasthan Royals,Devdutt Padikkal,12,29,1,0,41.38,lbw
12,2020,Rajasthan Royals,Trent Boult,46,65,1,2,70.77,caught
12,2020,Rajasthan Royals,Yuzvendra Chahal,4,8,0,0,50.0,run out
12,2020,Rajasthan Royals,Shimron Hetmyer,0,5,0,0,0.0,not out
12,2020,Rajasthan Royals,Ravichandran Ashwin,2,14,0,0,14.29,not out
12,2020,Royal Challengers Bangalore,Virat Kohli,11,31,1,0,35.48,caught
12,2020,Royal Challengers Bangalore,Faf du Plessis,46,55,1,1,83.64,lbw
12,2020,Royal Challengers Bangalore,Glenn Maxwell,62,68,1,1,91.18,bowled
12,2020,Royal Challengers Bangalore,Dinesh Karthik,9,18,0,0,50.0,lbw
12,2020,Royal Challengers Bangalore,Harshal Patel,56,75,1,3,74.67,bowled
12,2020,Royal Challengers Bangalore,Mohammed Siraj,0,2,0,0,0.0,caught
12,2020,Royal Challengers Bangalore,Wanindu Hasaranga,0,3,0,0,0.0,not out
12,2020,Royal Challengers Bangalore,Shahbaz Ahmed,0,3,0,0,0.0,not out
13,2020,Rajasthan Royals,Sanju Samson,36,51,1,2,70.59,run out
13,2020,Rajasthan Royals,Jos Buttler,57,76,0,0,75.0,caught
13,2020,Rajasthan Royals,Yashasvi Jaiswal,16,22,0,1,72.73,caught
13,2020,Rajasthan Royals,Devdutt Padikkal,24,33,0,1,72.73,caught
13,2020,Rajasthan Royals,Trent Boult,0,2,0,0,0.0,caught
13,2020,Rajasthan Royals,Yuzvendra Chahal,0,4,0,0,0.0,bowled
13,2020,Rajasthan Royals,Shimron Hetmyer,0,4,0,0,0.0,bowled
13,2020,Rajasthan Royals,Ravichandran Ashwin,0,5,0,0,0.0,caught
13,2020,Kolkata Knight Riders,Shreyas Iyer,67,78,0,4,85.9,not out
13,2020,Kolkata Knight Riders,Venkatesh Iyer,64,80,4,0,80.0,run out
13,2020,Kolkata Knight Riders,Andre Russell,1,2,0,0,50.0,lbw
13,2020,Kolkata Knight Riders,Sunil Narine,0,3,0,0,0.0,bowled
13,2020,Kolkata Knight Riders,Pat Cummins,0,5,0,0,0.0,caught
13,2020,Kolkata Knight Riders,Rinku Singh,0,5,0,0,0.0,run out
13,2020,Kolkata Knight Riders,Nitish Rana,0,2,0,0,0.0,run out
13,2020,Kolkata Knight Riders,Varun Chakravarthy,0,1,0,0,0.0,caught
14,2020,Delhi Capitals,David Warner,35,55,0,0,63.64,run out
14,2020,Delhi Capitals,Prithvi Shaw,46,62,1,0,74.19,bowled
14,2020,Delhi Capitals,Rishabh Pant,56,57,1,0,98.25,bowled
14,2020,Delhi Capitals,Axar Patel,12,32,1,0,37.5,run out
14,2020,Delhi Capitals,Anrich Nortje,2,3,0,0,66.67,lbw
14,2020,Delhi Capitals,Kuldeep Yadav,0,4,0,0,0.0,not out
14,2020,Delhi Capitals,Mitchell Marsh,0,4,0,0,0.0,bowled
14,2020,Delhi Capitals,Phil Salt,0,1,0,0,0.0,run out
14,2020,Sunrisers Hyderabad,Kane Williamson,66,78,4,0,84.62,lbw
14,2020,Sunrisers Hyderabad,Abhishek Sharma,33,47,1,2,70.21,lbw
14,2020,Sunrisers Hyderabad,Heinrich Klaasen,62,68,0,1,91.18,caught
14,2020,Sunrisers Hyderabad,Aiden Markram,3,8,0,0,37.5,lbw
14,2020,Sunrisers Hyderabad,Bhuvneshwar Kumar,0,1,0,0,0.0,bowled
14,2020,Sunrisers Hyderabad,T Natarajan,0,3,0,0,0.0,bowled
14,2020,Sunrisers Hyderabad,Washington Sundar,0,2,0,0,0.0,lbw
14,2020,Sunrisers Hyderabad,Marco Jansen,0,5,0,0,0.0,not out
15,2020,Delhi Capitals,David Warner,73,81,3,4,90.12,run out
15,2020,Delhi Capitals,Prithvi Shaw,79,99,0,3,79.8,not out
15,2020,Delhi Capitals,Rishabh Pant,18,38,1,1,47.37,bowled
15,2020,Delhi Capitals,Axar Patel,43,55,2,1,78.18,caught
15,2020,Delhi Capitals,Anrich Nortje,0,2,0,0,0.0,run out
15,2020,Delhi Capitals,Kuldeep Yadav,1,7,0,0,14.29,lbw
15,2020,Delhi Capitals,Mitchell Marsh,0,3,0,0,0.0,lbw
15,2020,Delhi Capitals,Phil Salt,0,5,0,0,0.0,bowled
15,2020,Royal Challengers Bangalore,Virat Kohli,59,62,2,3,95.16,bowled
15,2020,Royal Challengers Bangalore,Faf du Plessis,18,21,0,1,85.71,run out
15,2020,Royal Challengers Bangalore,Glenn Maxwell,78,91,3,1,85.71,lbw
15,2020,Royal Challengers Bangalore,Dinesh Karthik,36,46,1,0,78.26,run out
15,2020,Royal Challengers Bangalore,Harshal Patel,1,16,0,0,6.25,caught
15,2020,Royal Challengers Bangalore,Mohammed Siraj,0,4,0,0,0.0,bowled
15,2020,Royal Challengers Bangalore,Wanindu Hasaranga,0,1,0,0,0.0,run out
15,2020,Royal Challengers Bangalore,Shahbaz Ahmed,0,5,0,0,0.0,not out
16,2020,Punjab Kings,KL Rahul,72,81,7,0,88.89,lbw
16,2020,Punjab Kings,Shikhar Dhawan,42,45,3,2,93.33,lbw
16,2020,Punjab Kings,Liam Livingstone,3,22,0,0,13.64,not out
16,2020,Punjab Kings,Jonny Bairstow,29,30,2,1,96.67,bowled
16,2020,Punjab Kings,Arshdeep Singh,33,53,3,0,62.26,bowled
16,2020,Punjab Kings,Kagiso Rabada,0,5,0,0,0.0,caught
16,2020,Punjab Kings,Sam Curran,1,11,0,0,9.09,run out
16,2020,Punjab Kings,Rishi Dhawan,0,2,0,0,0.0,caught
16,2020,Rajasthan Royals,Sanju Samson,17,33,0,1,51.52,run out
16,2020,Rajasthan Royals,Jos Buttler,67,79,2,1,84.81,run out
16,2020,Rajasthan Royals,Yashasvi Jaiswal,68,78,4,2,87.18,lbw
16,2020,Rajasthan Royals,Devdutt Padikkal,39,54,1,0,72.22,lbw
16,2020,Rajasthan Royals,Trent Boult,4,13,0,0,30.77,lbw
16,2020,Rajasthan Royals,Yuzvendra Chahal,0,4,0,0,0.0,lbw
16,2020,Rajasthan Royals,Shimron Hetmyer,0,3,0,0,0.0,run out
16,2020,Rajasthan Royals,Ravichandran Ashwin,0,3,0,0,0.0,caught
17,2020,Royal Challengers Bangalore,Virat Kohli,38,56,0,1,67.86,lbw
17,2020,Royal Challengers Bangalore,Faf du Plessis,58,78,4,3,74.36,bowled
17,2020,Royal Challengers Bangalore,Glenn Maxwell,54,70,3,2,77.14,bowled
17,2020,Royal Challengers Bangalore,Dinesh Karthik,0,3,0,0,0.0,lbw
17,2020,Royal Challengers Bangalore,Harshal Patel,2,7,0,0,28.57,lbw
17,2020,Royal Challengers Bangalore,Mohammed Siraj,0,2,0,0,0.0,not out
17,2020,Royal Challengers Bangalore,Wanindu Hasaranga,0,1,0,0,0.0,bowled
17,2020,Royal Challengers Bangalore,Shahbaz Ahmed,0,2,0,0,0.0,bowled
17,2020,Mumbai Indians,Rohit Sharma,0,3,0,0,0.0,run out
17,2020,Mumbai Indians,Ishan Kishan,34,44,2,2,77.27,not out
17,2020,Mumbai Indians,Suryakumar Yadav,1,9,0,0,11.11,caught
17,2020,Mumbai Indians,Hardik Pandya,15,29,1,0,51.72,run out
17,2020,Mumbai Indians,Kieron Pollard,64,73,5,0,87.67,lbw
17,2020,Mumbai Indians,Jasprit Bumrah,23,42,0,0,54.76,bowled
17,2020,Mumbai Indians,Tilak Varma,30,34,3,2,88.24,not out
17,2020,Mumbai Indians,Tim David,3,14,0,0,21.43,not out
18,2020,Sunrisers Hyderabad,Kane Williamson,23,27,2,1,85.19,lbw
18,2020,Sunrisers Hyderabad,Abhishek Sharma,48,62,3,3,77.42,caught
18,2020,Sunrisers Hyderabad,Heinrich Klaasen,69,73,5,2,94.52,caught
18,2020,Sunrisers Hyderabad,Aiden Markram,11,28,1,0,39.29,bowled
18,2020,Sunrisers Hyderabad,Bhuvneshwar Kumar,0,1,0,0,0.0,not out
18,2020,Sunrisers Hyderabad,T Natarajan,27,44,1,0,61.36,bowled
18,2020,Sunrisers Hyderabad,Washington Sundar,14,25,0,0,56.0,bowled
18,2020,Sunrisers Hyderabad,Marco Jansen,7,10,0,0,70.0,not out
18,2020,Chennai Super Kings,MS Dhoni,2,9,0,0,22.22,caught
18,2020,Chennai Super Kings,Ruturaj Gaikwad,76,77,7,4,98.7,caught
18,2020,Chennai Super Kings,Devon Conway,15,16,1,1,93.75,bowled
18,2020,Chennai Super Kings,Ambati Rayudu,34,40,0,0,85.0,not out
18,2020,Chennai Super Kings,Ravindra Jadeja,1,8,0,0,12.5,bowled
18,2020,Chennai Super Kings,Deepak Chahar,0,2,0,0,0.0,lbw
18,2020,Chennai Super Kings,Moeen Ali,0,1,0,0,0.0,not out
18,2020,Chennai Super Kings,Mitchell Santner,0,4,0,0,0.0,run out
19,2020,Delhi Capitals,David Warner,36,48,3,2,75.0,lbw
19,2020,Delhi Capitals,Prithvi Shaw,39,47,2,2,82.98,run out
19,2020,Delhi Capitals,Rishabh Pant,59,62,5,3,95.16,lbw
19,2020,Delhi Capitals,Axar Patel,3,14,0,0,21.43,caught
19,2020,Delhi Capitals,Anrich Nortje,3,7,0,0,42.86,not out
19,2020,Delhi Capitals,Kuldeep Yadav,4,22,0,0,18.18,bowled
19,2020,Delhi Capitals,Mitchell Marsh,0,3,0,0,0.0,not out
19,2020,Delhi Capitals,Phil Salt,1,8,0,0,12.5,lbw
19,2020,Rajasthan Royals,Sanju Samson,62,82,5,3,75.61,run out
19,2020,Rajasthan Royals,Jos Buttler,21,32,0,0,65.62,not out
19,2020,Rajasthan Royals,Yashasvi Jaiswal,62,67,4,0,92.54,not out
19,2020,Rajasthan Royals,Devdutt Padikkal,0,1,0,0,0.0,run out
19,2020,Rajasthan Royals,Trent Boult,1,21,0,0,4.76,bowled
19,2020,Rajasthan Royals,Yuzvendra Chahal,0,2,0,0,0.0,caught
19,2020,Rajasthan Royals,Shimron Hetmyer,4,24,0,0,16.67,caught
19,2020,Rajasthan Royals,Ravichandran Ashwin,1,1,0,0,100.0,caught
20,2020,Mumbai Indians,Rohit Sharma,35,52,0,0,67.31,lbw
20,2020,Mumbai Indians,Ishan Kishan,2,8,0,0,25.0,caught
20,2020,Mumbai Indians,Suryakumar Yadav,38,43,1,2,88.37,run out
20,2020,Mumbai Indians,Hardik Pandya,69,79,3,1,87.34,caught
20,2020,Mumbai Indians,Kieron Pollard,8,19,0,0,42.11,run out
20,2020,Mumbai Indians,Jasprit Bumrah,1,3,0,0,33.33,lbw
20,2020,Mumbai Indians,Tilak Varma,0,3,0,0,0.0,bowled
20,2020,Mumbai Indians,Tim David,4,15,0,0,26.67,bowled
20,2020,Kolkata Knight Riders,Shreyas Iyer,74,86,1,4,86.05,lbw
20,2020,Kolkata Knight Riders,Venkatesh Iyer,31,33,0,1,93.94,bowled
20,2020,Kolkata Knight Riders,Andre Russell,24,44,0,1,54.55,lbw
20,2020,Kolkata Knight Riders,Sunil Narine,11,14,0,0,78.57,lbw
20,2020,Kolkata Knight Riders,Pat Cummins,7,18,0,0,38.89,bowled
20,2020,Kolkata Knight Riders,Rinku Singh,1,6,0,0,16.67,not out
20,2020,Kolkata Knight Riders,Nitish Rana,4,20,0,0,20.0,caught
20,2020,Kolkata Knight Riders,Varun Chakravarthy,2,4,0,0,50.0,not out
21,2020,Royal Challengers Bangalore,Virat Kohli,62,80,6,1,77.5,lbw
21,2020,Royal Challengers Bangalore,Faf du Plessis,48,56,3,2,85.71,caught
21,2020,Royal Challengers Bangalore,Glenn Maxwell,72,78,2,4,92.31,caught
21,2020,Royal Challengers Bangalore,Dinesh Karthik,7,13,0,0,53.85,caught
21,2020,Royal Challengers Bangalore,Harshal Patel,1,16,0,0,6.25,bowled
21,2020,Royal Challengers Bangalore,Mohammed Siraj,1,5,0,0,20.0,caught
21,2020,Royal Challengers Bangalore,Wanindu Hasaranga,0,5,0,0,0.0,not out
21,2020,Royal Challengers Bangalore,Shahbaz Ahmed,0,5,0,0,0.0,lbw
21,2020,Delhi Capitals,David Warner,68,87,5,0,78.16,caught
21,2020,Delhi Capitals,Prithvi Shaw,31,42,1,2,73.81,not out
21,2020,Delhi Capitals,Rishabh Pant,2,20,0,0,10.0,run out
21,2020,Delhi Capitals,Axar Patel,6,6,0,0,100.0,bowled
21,2020,Delhi Capitals,Anrich Nortje,32,48,1,1,66.67,lbw
21,2020,Delhi Capitals,Kuldeep Yadav,3,17,0,0,17.65,caught
21,2020,Delhi Capitals,Mitchell Marsh,0,1,0,0,0.0,caught
21,2020,Delhi Capitals,Phil Salt,0,1,0,0,0.0,lbw
22,2020,Mumbai Indians,Rohit Sharma,40,59,3,2,67.8,run out
22,2020,Mumbai Indians,Ishan Kishan,75,78,5,2,96.15,run out
22,2020,Mumbai Indians,Suryakumar Yadav,39,44,2,2,88.64,not out
22,2020,Mumbai Indians,Hardik Pandya,2,6,0,0,33.33,bowled
22,2020,Mumbai Indians,Kieron Pollard,9,12,0,0,75.0,bowled
22,2020,Mumbai Indians,Jasprit Bumrah,4,16,0,0,25.0,not out
22,2020,Mumbai Indians,Tilak Varma,1,14,0,0,7.14,not out
22,2020,Mumbai Indians,Tim David,1,21,0,0,4.76,run out
